Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;;;;;
BMW;5-Series;2018;2300000;https://auto.drom.ru/moscow/bmw/5-series/53078008.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;210 758 км;левый;7 поколение;черный;седан;;;
BMW;X1;2018;2710000;https://auto.drom.ru/moscow/bmw/x1/52620423.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;150 л.с., налог;АКПП;4WD;122 786 км;левый;2 поколение;белый;;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52607385.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;208 245 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52607387.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;197 200 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52607389.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;233 659 км;левый;7 поколение;черный;седан;;;
BMW;X3;2018;3180000;https://auto.drom.ru/minsk/bmw/x3/52183358.html;;;;;Минске;бензин, 2.0 л;249 л.с., налог;автомат;задний;87 300 км;левый;3 поколение;коричневый;;;;
BMW;3-Series;2018;3500000;https://auto.drom.ru/nizhniy-novgorod/bmw/3-series/51768345.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;85 000 км;левый;6 поколение, рестайлинг;серый;универсал;320i xDrive AT;;
BMW;X5;2018;5650000;https://auto.drom.ru/ramenskoe/bmw/x5/250960412.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Раменском;дизель, 3.0 л;258 л.с., налог;АКПП;4WD;96 000 км;левый;3 поколение;черный;;xDrive 30d AT;;
BMW;5-Series;2018;3995700;https://auto.drom.ru/moscow/bmw/5-series/592445169.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;106 070 км;левый;7 поколение;белый;седан;;;
BMW;1-Series;2018;2200000;https://auto.drom.ru/moscow/bmw/1-series/718113186.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;136 л.с., налог;АКПП;задний;46 200 км;левый;2 поколение, 2 рестайлинг;белый;хэтчбек 5 дв.;118i AT SE;;
BMW;5-Series;2018;2930000;https://auto.drom.ru/volgograd/bmw/5-series/53472592.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;дизель, 2.0 л;190 л.с., налог;АКПП;задний;157 000 км;левый;7 поколение;черный;седан;;;
BMW;X2;2018;2500000;https://auto.drom.ru/spb/bmw/x2/388380955.html;Год не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;190 л.с., налог;автомат;передний;91 173 км;левый;;синий;;;;
BMW;X5;2018;5949000;https://auto.drom.ru/voronezh/bmw/x5/720896913.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;129 036 км;левый;;черный;;;;
BMW;1-Series;2018;2169000;https://auto.drom.ru/himki/bmw/1-series/200495802.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.5 л;136 л.с., налог;АКПП;задний;95 980 км;левый;2 поколение;черный;хэтчбек 5 дв.;;;
BMW;X4;2018;4850000;https://auto.drom.ru/moscow/bmw/x4/261171854.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;104 320 км;левый;;черный;;;;
BMW;X4;2018;5670000;https://auto.drom.ru/moscow/bmw/x4/54143439.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;35 100 км;левый;;серый;;;;
BMW;5-Series;2018;3995000;https://auto.drom.ru/solnechnogorsk/bmw/5-series/54136076.html;;;;;Солнечногорске;бензин, 2.0 л;184 л.с., налог;АКПП;задний;42 926 км;левый;7 поколение;белый;седан;;;
BMW;3-Series;2018;2200000;https://auto.drom.ru/moscow/bmw/3-series/53852192.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;136 л.с., налог;АКПП;задний;165 000 км;левый;6 поколение, рестайлинг;черный;седан;318i AT;;
BMW;5-Series;2018;3890000;https://auto.drom.ru/voronezh/bmw/5-series/53845167.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;133 000 км;левый;7 поколение;черный;седан;;;
BMW;X3;2018;4349000;https://auto.drom.ru/voronezh/bmw/x3/53065354.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;64 770 км;левый;3 поколение;белый;;;;
BMW;X4;2018;5100000;https://auto.drom.ru/moscow/bmw/x4/53053250.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;53 611 км;левый;2 поколение;черный;;xDrive 30d AT M Sport;;
BMW;3-Series Gran Turismo;2018;2530000;https://auto.drom.ru/moscow/bmw/3-series_gran_turismo/52605406.html;;;;;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;96 000 км;левый;6 поколение, рестайлинг;белый;;330i AT xDrive;;
BMW;5-Series;2018;3000000;https://auto.drom.ru/moscow/bmw/5-series/52605137.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;190 539 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52605138.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;197 799 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2295000;https://auto.drom.ru/moscow/bmw/5-series/52605139.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;219 437 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52593754.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;208 143 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52168429.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;201 335 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;4945700;https://auto.drom.ru/moscow/bmw/5-series/821545019.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;58 942 км;левый;7 поколение;черный;седан;;;
BMW;6-Series Gran Turismo;2018;4350000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/925517683.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;265 л.с., налог;автомат;4WD;155 156 км;левый;;серый;;;;
BMW;X2;2018;2698000;https://auto.drom.ru/moscow/bmw/x2/310281116.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;190 л.с., налог;автомат;передний;56 437 км;левый;;синий;;;;
BMW;X6;2018;5050000;https://auto.drom.ru/moscow/bmw/x6/863861945.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;89 000 км;левый;2 поколение;белый;;xDrive 30d AT M Sport;;
BMW;3-Series;2018;2899789;https://auto.drom.ru/spb/bmw/3-series/610311798.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;45 379 км;левый;;белый;седан;;;
BMW;X4;2018;4950000;https://auto.drom.ru/spb/bmw/x4/467727560.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;52 700 км;левый;;белый;;;;
BMW;X2;2018;2750000;https://auto.drom.ru/moscow/bmw/x2/524815675.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;140 л.с., налог;робот;передний;79 830 км;левый;1 поколение;красный;;;;
BMW;i3;2018;2023783;https://auto.drom.ru/minsk/bmw/i3/54128111.html;;;;;Минске;электро;170 л.с., налог;АКПП;задний;35 000 км;левый;1 поколение, рестайлинг;белый;хэтчбек 5 дв.;i3 120 Ah;;
BMW;X3;2018;3715000;https://auto.drom.ru/spb/bmw/x3/267837460.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;87 300 км;левый;3 поколение;белый;;xDrive 20d AT Base;;
BMW;6-Series Gran Turismo;2018;5750000;https://auto.drom.ru/moscow/bmw/6-series_gran_turismo/52870075.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;43 269 км;левый;1 поколение;черный;;630d AT xDrive M Sport;;
BMW;3-Series;2018;2899000;https://auto.drom.ru/spb/bmw/3-series/54134665.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;85 000 км;левый;6 поколение, рестайлинг;синий;седан;320i AT xDrive M Sport;;
BMW;6-Series Gran Turismo;2018;4988073;https://auto.drom.ru/spb/bmw/6-series_gran_turismo/54131127.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;66 000 км;левый;1 поколение;серый;;;;
BMW;X5;2018;7350000;https://auto.drom.ru/moscow/bmw/x5/54128675.html;;;;;Москве;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;78 000 км;левый;4 поколение;черный;;;;
BMW;6-Series Gran Turismo;2018;4349000;https://auto.drom.ru/spb/bmw/6-series_gran_turismo/54124970.html;Модель, цвет не совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;320 л.с., налог;АКПП;4WD;88 824 км;левый;1 поколение;синий;;;;
BMW;5-Series;2018;2848000;https://auto.drom.ru/voronezh/bmw/5-series/54124092.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;дизель, 2.0 л;190 л.с., налог;АКПП;задний;232 877 км;левый;7 поколение;синий;седан;;;
BMW;X3;2018;3795000;https://auto.drom.ru/kursk/bmw/x3/53840641.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Курске;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;67 266 км;левый;3 поколение;черный;;;;
BMW;X5;2018;6245000;https://auto.drom.ru/moscow/bmw/x5/53831020.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;92 308 км;левый;4 поколение;черный;;;;
BMW;5-Series;2018;3750000;https://auto.drom.ru/moscow/bmw/5-series/53473911.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;252 л.с., налог;АКПП;задний;123 000 км;левый;7 поколение;черный;седан;530i AT;;
BMW;5-Series;2018;3900000;https://auto.drom.ru/moscow/bmw/5-series/53470172.html;;;;;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;88 000 км;правый;7 поколение;черный;седан;523i M Sport;;
BMW;5-Series;2018;4765000;https://auto.drom.ru/moscow/bmw/5-series/53465959.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;20 150 км;левый;7 поколение;белый;седан;;;
BMW;1-Series;2018;1750000;https://auto.drom.ru/moscow/bmw/1-series/53043939.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Есть ограничения;Москве;бензин, 1.5 л;136 л.с., налог;АКПП;задний;84 100 км;левый;2 поколение;голубой;хэтчбек 5 дв.;;;
BMW;5-Series;2018;2300000;https://auto.drom.ru/moscow/bmw/5-series/52592247.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;202 642 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;3000000;https://auto.drom.ru/moscow/bmw/5-series/52592248.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;175 877 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;3000000;https://auto.drom.ru/moscow/bmw/5-series/52592249.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;221 452 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52592251.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;224 155 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52583025.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;242 264 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52583027.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;210 709 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2300000;https://auto.drom.ru/moscow/bmw/5-series/52583023.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;215 855 км;левый;7 поколение;черный;седан;;;
BMW;X3;2018;4799000;https://auto.drom.ru/spb/bmw/x3/52160971.html;;;;;Санкт-Петербурге;бензин, 3.0 л;354 л.с., налог;автомат;4WD;46 000 км;левый;;синий;;;;
BMW;5-Series;2018;2350000;https://auto.drom.ru/moscow/bmw/5-series/52132743.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;197 137 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;3313000;https://auto.drom.ru/spb/bmw/5-series/743952976.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;127 000 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;3099000;https://auto.drom.ru/spb/bmw/5-series/587572493.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;задний;99 456 км;левый;7 поколение;белый;универсал;520d AT;;
BMW;X3;2018;4650000;https://auto.drom.ru/moscow/bmw/x3/450028064.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;88 978 км;левый;3 поколение;черный;;;;
BMW;X5;2018;3949000;https://auto.drom.ru/moscow/bmw/x5/313400585.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;218 л.с., налог;АКПП;4WD;136 050 км;левый;3 поколение;черный;;xDrive 25d AT Business;;
BMW;X6;2018;5557000;https://auto.drom.ru/moscow/bmw/x6/172727571.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;73 469 км;левый;2 поколение;серебристый;;;;
BMW;1-Series;2018;2090000;https://auto.drom.ru/kazan/bmw/1-series/688179665.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 1.5 л;136 л.с., налог;АКПП;задний;124 627 км;левый;2 поколение;голубой;хэтчбек 5 дв.;;;
BMW;X3;2018;4059000;https://auto.drom.ru/spb/bmw/x3/273672619.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;60 000 км;левый;3 поколение;белый;;;;
BMW;X3;2018;3790000;https://auto.drom.ru/moscow/bmw/x3/53826458.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;75 263 км;левый;3 поколение;черный;;;;
BMW;3-Series;2018;2889000;https://auto.drom.ru/moscow/bmw/3-series/821220140.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;67 853 км;левый;;белый;седан;;;
BMW;2-Series Active Tourer;2018;1386061;https://auto.drom.ru/minsk/bmw/2-series_active_tourer/54120602.html;;;;;Минске;бензин, 1.5 л;109 л.с., налог;механика;передний;143 575 км;левый;1 поколение, рестайлинг;синий;;;;
BMW;5-Series;2018;4799985;https://auto.drom.ru/spb/bmw/5-series/618462125.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;85 000 км;левый;7 поколение;серый;седан;;;
BMW;3-Series;2018;2878600;https://auto.drom.ru/moscow/bmw/3-series/441679386.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;автомат;4WD;127 565 км;левый;;синий;лифтбек;;;
BMW;5-Series;2018;2350000;https://auto.drom.ru/spb/bmw/5-series/54118460.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;196 693 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/spb/bmw/5-series/54118462.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;196 256 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2563000;https://auto.drom.ru/spb/bmw/5-series/54112738.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;203 305 км;левый;7 поколение;черный;седан;;;
BMW;X1;2018;2495000;https://auto.drom.ru/moscow/bmw/x1/54110879.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;140 л.с., налог;робот;передний;82 438 км;левый;2 поколение;черный;;;;
BMW;X3;2018;3940000;https://auto.drom.ru/moscow/bmw/x3/53031324.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;91 601 км;левый;3 поколение;черный;;;;
BMW;3-Series;2018;2250000;https://auto.drom.ru/minsk/bmw/3-series/53023592.html;;;;;Минске;дизель, 2.0 л;163 л.с., налог;АКПП;задний;150 000 км;левый;6 поколение, рестайлинг;черный;универсал;320d AT EfficientDynamics Edition;;
BMW;5-Series;2018;2550000;https://auto.drom.ru/moscow/bmw/5-series/52572178.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;202 148 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52572183.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;217 111 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52572184.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;220 012 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2300000;https://auto.drom.ru/moscow/bmw/5-series/52572157.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;216 816 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;3026000;https://auto.drom.ru/moscow/bmw/5-series/52572159.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;160 034 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2783000;https://auto.drom.ru/moscow/bmw/5-series/52572160.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;215 237 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2650000;https://auto.drom.ru/moscow/bmw/5-series/52572161.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;204 983 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/52572163.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;205 266 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2700000;https://auto.drom.ru/moscow/bmw/5-series/52572164.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;209 560 км;левый;7 поколение;черный;седан;;;
BMW;X5;2018;7000000;https://auto.drom.ru/kazan/bmw/x5/52553484.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;66 000 км;левый;4 поколение;белый;;;;
BMW;5-Series;2018;3699000;https://auto.drom.ru/moscow/bmw/5-series/124482216.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;68 009 км;левый;7 поколение;черный;седан;;;
BMW;X3;2018;3790000;https://auto.drom.ru/spb/bmw/x3/731706906.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;118 000 км;левый;3 поколение;черный;;xDrive 20d AT M Sport;;
BMW;3-Series;2018;2402665;https://auto.drom.ru/minsk/bmw/3-series/467907261.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Минске;дизель, 2.0 л;163 л.с., налог;АКПП;задний;41 000 км;левый;6 поколение, рестайлинг;белый;седан;320d AT EfficientDynamics Edition;;
BMW;5-Series;2018;3523000;https://auto.drom.ru/moscow/bmw/5-series/475213042.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;127 681 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2949000;https://auto.drom.ru/spb/bmw/5-series/222249784.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;213 000 км;левый;7 поколение;черный;седан;;;
BMW;X6;2018;5900000;https://auto.drom.ru/moscow/bmw/x6/53683334.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;98 000 км;левый;2 поколение;серый;;;;
BMW;3-Series;2018;2100000;https://auto.drom.ru/moscow/bmw/3-series/568303715.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;150 л.с., налог;АКПП;задний;210 000 км;левый;6 поколение, рестайлинг;черный;универсал;318d AT;;
BMW;5-Series;2018;3700000;https://auto.drom.ru/moscow/bmw/5-series/926528904.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;125 000 км;левый;7 поколение;белый;седан;;;
BMW;5-Series;2018;3270000;https://auto.drom.ru/tver/bmw/5-series/420852411.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Твери;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;133 175 км;левый;7 поколение;коричневый;седан;;;
BMW;3-Series;2018;2190000;https://auto.drom.ru/himki/bmw/3-series/674990329.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.5 л;136 л.с., налог;АКПП;задний;118 689 км;левый;6 поколение, рестайлинг;белый;седан;;;
