Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;
BMW;X6;2017;4895000;https://auto.drom.ru/moscow/bmw/x6/322810278.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;89 500 км;левый;2 поколение;xDrive 30d AT Luxury;
BMW;X5;2017;3950000;https://auto.drom.ru/togliatti/bmw/x5/601125727.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Тольятти;дизель, 3.0 л;218 л.с., налог;АКПП;4WD;;белый;178 000 км;левый;3 поколение;xDrive 25d AT Business;
BMW;4-Series;2017;3249000;https://auto.drom.ru/moscow/bmw/4-series/53493856.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;купе;черный;140 456 км;левый;1 поколение;;
BMW;5-Series;2017;2535000;https://auto.drom.ru/moscow/bmw/5-series/53471040.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Есть ограничения;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;седан;черный;180 000 км;левый;7 поколение;520d AT Base;
BMW;5-Series;2017;2979000;https://auto.drom.ru/spb/bmw/5-series/53069918.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;черный;151 406 км;левый;;;
BMW;5-Series;2017;3945700;https://auto.drom.ru/moscow/bmw/5-series/430274526.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;седан;черный;120 551 км;левый;7 поколение;;
BMW;4-Series;2017;3150000;https://auto.drom.ru/tula/bmw/4-series/53421810.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Туле;дизель, 2.0 л;190 л.с., налог;АКПП;задний;купе;черный;29 743 км;левый;1 поколение;420d AT;
BMW;6-Series Gran Turismo;2017;4950000;https://auto.drom.ru/himki/bmw/6-series_gran_turismo/705822670.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;71 245 км;левый;1 поколение;;
BMW;X6;2017;5249000;https://auto.drom.ru/moscow/bmw/x6/442232622.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;59 985 км;левый;2 поколение;;
BMW;7-Series;2017;6990000;https://auto.drom.ru/nizhniy-novgorod/bmw/7-series/54140892.html;Цвет не совпадает с ПТС;9 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;бензин, 6.6 л;609 л.с., налог;АКПП;4WD;;серый;135 000 км;левый;6 поколение;M760Li AT xDrive;
BMW;X6;2017;5837000;https://auto.drom.ru/moscow/bmw/x6/54137873.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;575 л.с., налог;АКПП;4WD;;коричневый;45 125 км;левый;2 поколение;;
BMW;X6;2017;5999000;https://auto.drom.ru/moscow/bmw/x6/53476764.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;575 л.с., налог;АКПП;4WD;;голубой;58 396 км;левый;2 поколение;;
BMW;3-Series;2017;1750000;https://auto.drom.ru/kazan/bmw/3-series/53475906.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;116 000 км;левый;6 поколение, рестайлинг;;
BMW;7-Series;2017;4600000;https://auto.drom.ru/moscow/bmw/7-series/54099242.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;автомат;4WD;;черный;102 700 км;левый;;;
BMW;X6;2017;4500000;https://auto.drom.ru/moscow/bmw/x6/810218566.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;черный;184 744 км;левый;2 поколение;;
BMW;X5;2017;4800000;https://auto.drom.ru/moscow/bmw/x5/863633350.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;серый;153 000 км;левый;3 поколение;xDrive 40d AT M Sport;
