Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;
BMW;X4;2015;3385000;https://auto.drom.ru/moscow/bmw/x4/54151254.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;красный;72 500 км;левый;1 поколение;;
BMW;X6;2015;4790000;https://auto.drom.ru/spb/bmw/x6/54147262.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;381 л.с., налог;АКПП;4WD;;черный;98 564 км;левый;2 поколение;;
BMW;5-Series;2015;2195000;https://auto.drom.ru/voronezh/bmw/5-series/54146537.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;седан;коричневый;185 679 км;левый;6 поколение, рестайлинг;;
BMW;3-Series;2016;1899000;https://auto.drom.ru/orehovo-zuevo/bmw/3-series/505230327.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Орехово-Зуево;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;184 500 км;левый;6 поколение, рестайлинг;;
BMW;3-Series;2016;2790000;https://auto.drom.ru/moscow/bmw/3-series/157098963.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;седан;черный;97 000 км;левый;6 поколение, рестайлинг;320d AT xDrive Luxury Line;
BMW;3-Series;2016;1869000;https://auto.drom.ru/moscow/bmw/3-series/53862350.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;белый;188 896 км;левый;6 поколение, рестайлинг;;
BMW;X6;2016;3100000;https://auto.drom.ru/moscow/bmw/x6/53855757.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;белый;162 547 км;левый;2 поколение;;
BMW;X5;2016;3900000;https://auto.drom.ru/volgograd/bmw/x5/176180283.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;синий;134 000 км;левый;3 поколение;xDrive 30d AT;
BMW;3-Series;2016;1812000;https://auto.drom.ru/spb/bmw/3-series/243619968.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.5 л;136 л.с., налог;АКПП;задний;седан;черный;180 145 км;левый;6 поколение, рестайлинг;;
BMW;5-Series;2016;2683000;https://auto.drom.ru/spb/bmw/5-series/472622660.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;задний;седан;черный;67 000 км;левый;;;
BMW;3-Series;2016;1965000;https://auto.drom.ru/moscow/bmw/3-series/53855436.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;коричневый;142 825 км;левый;6 поколение, рестайлинг;;
BMW;X5;2016;3250000;https://auto.drom.ru/volgograd/bmw/x5/53852503.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;дизель, 3.0 л;218 л.с., налог;АКПП;4WD;;белый;147 932 км;левый;3 поколение;xDrive 25d AT Business;
BMW;X4;2016;2780000;https://auto.drom.ru/spb/bmw/x4/53063456.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;серебристый;140 000 км;левый;1 поколение;;
BMW;5-Series;2016;2420000;https://auto.drom.ru/spb/bmw/5-series/52958623.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;задний;седан;черный;183 000 км;левый;6 поколение, рестайлинг;520d AT;
BMW;3-Series;2016;2277000;https://auto.drom.ru/moscow/bmw/3-series/932818922.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;100 380 км;левый;6 поколение, рестайлинг;;
BMW;3-Series Gran Turismo;2016;2700000;https://auto.drom.ru/vladimir/bmw/3-series_gran_turismo/153821419.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Владимире;дизель, 2.0 л;184 л.с., налог;автомат;задний;;серый;160 000 км;левый;6 поколение, рестайлинг;;
BMW;3-Series;2016;2149789;https://auto.drom.ru/spb/bmw/3-series/317604306.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.5 л;136 л.с., налог;АКПП;задний;седан;черный;70 203 км;левый;6 поколение, рестайлинг;;
BMW;5-Series;2016;2245700;https://auto.drom.ru/moscow/bmw/5-series/913161292.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;142 208 км;левый;;;
BMW;X6;2016;3502000;https://auto.drom.ru/moscow/bmw/x6/54123987.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;серый;131 027 км;левый;2 поколение;;
BMW;X5;2016;2847000;https://auto.drom.ru/moscow/bmw/x5/54124928.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;306 л.с., налог;АКПП;4WD;;серый;122 617 км;левый;3 поколение;;
BMW;X3;2016;2480000;https://auto.drom.ru/kazan/bmw/x3/53464576.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;белый;67 200 км;левый;2 поколение, рестайлинг;;
BMW;3-Series;2016;2151000;https://auto.drom.ru/spb/bmw/3-series/746888670.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;задний;седан;белый;140 667 км;левый;6 поколение, рестайлинг;;
BMW;1-Series;2016;1680000;https://auto.drom.ru/odintsovo/bmw/1-series/54117680.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Одинцове;бензин, 1.5 л;136 л.с., налог;АКПП;задний;хэтчбек 5 дв.;белый;150 000 км;левый;2 поколение, рестайлинг;118i AT Model Advantage;
BMW;X3;2016;2550000;https://auto.drom.ru/novomoskovsk/bmw/x3/53463976.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Новомосковске;бензин, 2.0 л;245 л.с., налог;автомат;задний;;белый;120 000 км;левый;2 поколение, рестайлинг;;
BMW;5-Series;2016;2950000;https://auto.drom.ru/moscow/bmw/5-series/807291558.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;седан;черный;88 733 км;левый;6 поколение, рестайлинг;;
BMW;X6;2016;4235000;https://auto.drom.ru/spb/bmw/x6/150310316.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;черный;150 000 км;левый;2 поколение;;
BMW;X4;2016;3010000;https://auto.drom.ru/spb/bmw/x4/364259858.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;серый;122 000 км;левый;1 поколение;xDrive 20i AT M Sport;
BMW;X6;2016;4320000;https://auto.drom.ru/moscow/bmw/x6/54103651.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;575 л.с., налог;АКПП;4WD;;черный;146 561 км;левый;2 поколение;;
BMW;X1;2016;2465000;https://auto.drom.ru/spb/bmw/x1/53447899.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;белый;70 000 км;левый;2 поколение;;
BMW;X5;2016;8500000;https://auto.drom.ru/yaroslavl/bmw/x5/52565978.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Ярославле;бензин, 4.4 л;575 л.с., налог;АКПП;4WD;;черный;19 000 км;левый;3 поколение;M;
BMW;3-Series;2016;2286222;https://auto.drom.ru/moscow/bmw/3-series/898163189.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;белый;94 320 км;левый;6 поколение, рестайлинг;;
BMW;5-Series;2016;1797000;https://auto.drom.ru/moscow/bmw/5-series/874244220.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;седан;черный;237 098 км;левый;;;
BMW;7-Series;2016;3845700;https://auto.drom.ru/moscow/bmw/7-series/141449685.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;серый;138 236 км;левый;6 поколение;;
BMW;3-Series;2016;2199000;https://auto.drom.ru/himki/bmw/3-series/719793468.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.5 л;136 л.с., налог;АКПП;задний;седан;белый;71 698 км;левый;6 поколение, рестайлинг;;
BMW;3-Series;2016;2449789;https://auto.drom.ru/spb/bmw/3-series/265435165.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;черный;159 565 км;левый;6 поколение, рестайлинг;;
BMW;X1;2016;2290000;https://auto.drom.ru/volzhskiy/bmw/x1/54097650.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Волжском;бензин, 2.0 л;192 л.с., налог;автомат;4WD;;белый;138 600 км;левый;2 поколение;;
BMW;X5;2016;4449444;https://auto.drom.ru/spb/bmw/x5/466656690.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;150 531 км;левый;3 поколение;;
BMW;7-Series;2016;4390000;https://auto.drom.ru/moscow/bmw/7-series/559123092.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;320 л.с., налог;АКПП;4WD;;серебристый;91 500 км;левый;6 поколение;;
BMW;X4;2016;3570000;https://auto.drom.ru/spb/bmw/x4/818920465.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;синий;67 364 км;левый;1 поколение;;
BMW;X4;2016;3218000;https://auto.drom.ru/moscow/bmw/x4/454370724.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;;белый;71 851 км;левый;1 поколение;;
BMW;X5;2016;4750000;https://auto.drom.ru/moscow/bmw/x5/54088039.html;Характеристики совпадают с ПТС;5 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;313 л.с., налог;АКПП;4WD;;белый;173 000 км;левый;3 поколение;xDrive 40d AT M Sport;
BMW;3-Series;2016;2700000;https://auto.drom.ru/moscow/bmw/3-series/54084182.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;синий;109 000 км;левый;6 поколение, рестайлинг;320i AT xDrive M Sport;
BMW;3-Series;2016;1950000;https://auto.drom.ru/moscow/bmw/3-series/579493335.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.5 л;136 л.с., налог;АКПП;задний;седан;белый;125 631 км;левый;6 поколение, рестайлинг;;
BMW;i8;2016;5768000;https://auto.drom.ru/moscow/bmw/i8/358756864.html;;;;;Москве;бензин, 1.5 л, гибрид;231 л.с., налог;АКПП;4WD;купе;белый;88 938 км;левый;1 поколение;;
BMW;3-Series;2016;1698000;https://auto.drom.ru/himki/bmw/3-series/53788924.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 1.5 л;136 л.с., налог;АКПП;задний;седан;черный;101 123 км;левый;6 поколение, рестайлинг;;
BMW;X5;2016;5200000;https://auto.drom.ru/moscow/bmw/x5/379943632.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;575 л.с., налог;АКПП;4WD;;черный;97 705 км;левый;3 поколение;M;
BMW;7-Series;2016;4250000;https://auto.drom.ru/moscow/bmw/7-series/54072651.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;;серый;115 000 км;левый;6 поколение;730d AT xDrive;
BMW;3-Series;2016;2700000;https://auto.drom.ru/moscow/bmw/3-series/222671108.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;седан;красный;93 000 км;левый;6 поколение, рестайлинг;320i AT xDrive M Sport;
BMW;X6;2016;4600000;https://auto.drom.ru/moscow/bmw/x6/654006783.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Есть ограничения;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;коричневый;105 000 км;левый;2 поколение;;
BMW;X4;2016;3250000;https://auto.drom.ru/spb/bmw/x4/785250951.html;Цвет не совпадает с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;черный;98 000 км;левый;1 поколение;;
BMW;X4;2016;3188000;https://auto.drom.ru/moscow/bmw/x4/414062023.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;белый;107 633 км;левый;1 поколение;;
BMW;X3;2016;2770000;https://auto.drom.ru/moscow/bmw/x3/54066229.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;;черный;121 000 км;левый;2 поколение, рестайлинг;;
BMW;5-Series;2016;1950000;https://auto.drom.ru/moscow/bmw/5-series/54057164.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;седан;черный;230 000 км;левый;6 поколение, рестайлинг;520d AT Special Edition;
BMW;3-Series;2016;1859000;https://auto.drom.ru/spb/bmw/3-series/133729139.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;коричневый;182 048 км;левый;6 поколение, рестайлинг;;
BMW;3-Series;2016;1809789;https://auto.drom.ru/spb/bmw/3-series/53372755.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;задний;седан;черный;202 910 км;левый;6 поколение, рестайлинг;;
BMW;X4;2016;3599000;https://auto.drom.ru/kazan/bmw/x4/736975008.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;;черный;40 000 км;левый;1 поколение;;
