Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;;;;
BMW;5-Series;1998;550000;https://auto.drom.ru/alexandrov/bmw/5-series/247442540.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Александрове;бензин, 2.8 л;193 л.с., налог;АКПП;задний;универсал;серый;430 000 км;левый;4 поколение;528i AT;;
BMW;5-Series;1998;505000;https://auto.drom.ru/moscow/bmw/5-series/53962640.html;Характеристики совпадают с ПТС;12 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.5 л;170 л.с., налог;АКПП;задний;седан;синий;299 000 км;левый;4 поколение;523i AT;;
BMW;3-Series;1998;390000;https://auto.drom.ru/nizhniy-novgorod/bmw/3-series/52736475.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Нижнем Новгороде;бензин, 1.9 л;118 л.с., налог;механика;задний;седан;;300 000 км;левый;4 поколение;;;
BMW;5-Series;1998;400000;https://auto.drom.ru/nizhniy-novgorod/bmw/5-series/53201680.html;;;;;Нижнем Новгороде;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;;;левый;4 поколение;;;
BMW;5-Series;1998;1450000;https://auto.drom.ru/moscow/bmw/5-series/53599463.html;Объем двигателя, мощность двигателя не совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;231 л.с., налог;механика;задний;седан;черный;100 000 км;левый;4 поколение;;;
BMW;5-Series;1998;385000;https://auto.drom.ru/spb/bmw/5-series/199015985.html;Характеристики совпадают с ПТС;11 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;черный;325 000 км;левый;4 поколение;;;
BMW;3-Series;1998;450000;https://auto.drom.ru/belgorod/bmw/3-series/946511543.html;Характеристики совпадают с ПТС;8 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Белгороде;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;серый;450 000 км;левый;4 поколение;320i MT;;
BMW;5-Series;1998;390000;https://auto.drom.ru/spb/bmw/5-series/187618966.html;Характеристики совпадают с ПТС;11 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;150 л.с., налог;механика;задний;универсал;серебристый;320 000 км;левый;4 поколение;520i MT;;
BMW;3-Series;1998;482000;https://auto.drom.ru/rybinsk/bmw/3-series/168894727.html;Характеристики совпадают с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Рыбинске;бензин, 2.0 л;150 л.с., налог;АКПП;задний;седан;белый;451 250 км;левый;4 поколение;320i АT;;
BMW;5-Series;1998;360000;https://auto.drom.ru/voronezh/bmw/5-series/483569579.html;Характеристики совпадают с ПТС;15 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Воронеже;бензин, 2.5 л;170 л.с., налог;механика;задний;седан;синий;250 000 км;левый;4 поколение;523i MT;;
BMW;3-Series;1998;300000;https://auto.drom.ru/spb/bmw/3-series/605339295.html;Характеристики совпадают с ПТС;10 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.9 л;118 л.с., налог;механика;задний;седан;черный;290 000 км;левый;4 поколение;;требуется ремонт или не на ходу;
BMW;5-Series;1998;500000;https://auto.drom.ru/spb/bmw/5-series/817934566.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;синий;325 080 км;левый;4 поколение;520i MT;;
BMW;5-Series;1998;450000;https://auto.drom.ru/tula/bmw/5-series/639978152.html;;;;;Туле;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;;;левый;4 поколение;;;
BMW;5-Series;1998;500000;https://auto.drom.ru/dzerzhinskiy/bmw/5-series/52642363.html;Характеристики совпадают с ПТС;6 записей о регистрации;Не числится в розыске;Есть ограничения;Дзержинском;бензин, 2.0 л;150 л.с., налог;механика;задний;седан;синий;320 817 км;левый;4 поколение;520i MT;;
BMW;5-Series;1998;220000;https://auto.drom.ru/nizhniy-novgorod/bmw/5-series/54154499.html;Характеристики совпадают с ПТС;;Не числится в розыске;Есть ограничения;Нижнем Новгороде;бензин, 2.5 л;170 л.с., налог;АКПП;задний;седан;черный;320 000 км;левый;4 поколение;523i AT;требуется ремонт или не на ходу;
BMW;5-Series;1998;520000;https://auto.drom.ru/stolbovaya/bmw/5-series/54148216.html;Характеристики совпадают с ПТС;11 записей о регистрации;Не числится в розыске;Ограничений не обнаружено;Столбовой;бензин, 2.5 л, ГБО;170 л.с., налог;АКПП;задний;седан;зеленый;420 000 км;левый;4 поколение;523i AT;;
